Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls  ms/call  ms/call  name    
                0.00    0.00       3/6           void std::_Rb_tree<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, int>, std::_Select1st<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, int> >, std::less<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::allocator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, int> > >::_M_construct_node<std::piecewise_construct_t const&, std::tuple<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&>, std::tuple<> >(std::_Rb_tree_node<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, int> >*, std::piecewise_construct_t const&, std::tuple<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&>&&, std::tuple<>&&) [1244]
[898]    0.0    0.00    0.00       6         std::tuple<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&>&& std::forward<std::tuple<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&> >(std::remove_reference<std::tuple<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&> >::type&) [898]
-----------------------------------------------
                0.00    0.00       5/5           ImVector<ImGuiWindow*>::clear_delete() [2845]
[899]    0.0    0.00    0.00       5         void IM_DELETE<ImGuiWindow>(ImGuiWindow*) [899]
                0.00    0.00       7/7           ImGuiWindow::~ImGuiWindow() [870]
                0.00    0.00       6/541         ImGui::MemFree(void*) [463]
-----------------------------------------------
                0.00    0.00       5/5           ImGui::LoadIniSettingsFromMemory(char const*, unsigned long) [2439]
[900]    0.0    0.00    0.00       5         WindowSettingsHandler_ReadOpen(ImGuiContext*, ImGuiSettingsHandler*, char const*) [900]
                0.00    0.00       8/11          ImGui::FindWindowSettingsByID(unsigned int) [694]
                0.00    0.00       4/4           ImGui::CreateNewWindowSettings(char const*) [924]
                0.00    0.00       3/15226       ImHashStr(char const*, unsigned long, unsigned int) [305]
-----------------------------------------------
                0.00    0.00       5/5           ImDrawList::~ImDrawList() [885]
[901]    0.0    0.00    0.00       5         ImDrawList::_ClearFreeMemory() [901]
                0.00    0.00       8/8           ImVector<ImDrawCmd>::clear() [742]
                0.00    0.00       8/8           ImVector<ImDrawVert>::clear() [740]
                0.00    0.00       8/13          ImDrawListSplitter::ClearFreeMemory() [691]
                0.00    0.00       7/7           ImVector<ImVec4>::clear() [876]
                0.00    0.00       7/7           ImVector<void*>::clear() [877]
                0.00    0.00       7/8           ImVector<ImVec2>::clear() [741]
                0.00    0.00       6/8           ImVector<unsigned short>::clear() [745]
-----------------------------------------------
                0.00    0.00       5/5           ImGuiNavItemData::ImGuiNavItemData() [194]
[902]    0.0    0.00    0.00       5         ImGuiNavItemData::Clear() [902]
-----------------------------------------------
                0.00    0.00       5/5           ImGui::FocusWindow(ImGuiWindow*, int) [943]
[903]    0.0    0.00    0.00       5         ImGui::ClosePopupsOverWindow(ImGuiWindow*, bool) [903]
-----------------------------------------------
                0.00    0.00       5/5           ImDrawList::~ImDrawList() [885]
[904]    0.0    0.00    0.00       5         ImVector<ImDrawVert>::~ImVector() [904]
-----------------------------------------------
                0.00    0.00       1/5           ImGuiContext::~ImGuiContext() [1052]
                0.00    0.00       4/5           ImDrawListSplitter::~ImDrawListSplitter() [920]
[905]    0.0    0.00    0.00       5         ImVector<ImDrawChannel>::~ImVector() [905]
-----------------------------------------------
                0.00    0.00       5/5           ImVector<ImGuiOldColumns>::clear_destruct() [875]
[906]    0.0    0.00    0.00       5         ImVector<ImGuiOldColumns>::clear() [906]
-----------------------------------------------
                0.00    0.00       1/5           ImGui::SaveIniSettingsToMemory(unsigned long*) [2414]
                0.00    0.00       4/5           ImGui::FindSettingsHandler(char const*) [873]
[907]    0.0    0.00    0.00       5         ImVector<ImGuiSettingsHandler>::end() [907]
-----------------------------------------------
                0.00    0.00       5/5           ImGuiStorage::SetVoidPtr(unsigned int, void*) [1687]
[908]    0.0    0.00    0.00       5         ImVector<ImGuiStorage::ImGuiStoragePair>::end() [908]
-----------------------------------------------
                0.00    0.00       5/5           ImGuiStorage::SetVoidPtr(unsigned int, void*) [1687]
[909]    0.0    0.00    0.00       5         ImVector<ImGuiStorage::ImGuiStoragePair>::insert(ImGuiStorage::ImGuiStoragePair const*, ImGuiStorage::ImGuiStoragePair const&) [909]
-----------------------------------------------
                0.00    0.00       5/5           ImVector<void*>::push_back(void* const&) [399]
[910]    0.0    0.00    0.00       5         ImVector<void*>::reserve(int) [910]
                0.00    0.00       1/625         ImGui::MemAlloc(unsigned long) [460]
-----------------------------------------------
                0.00    0.00       1/5           ImGuiTextBuffer::clear() [965]
                0.00    0.00       1/5           ImGuiInputTextDeactivatedState::ClearFreeMemory() [1079]
                0.00    0.00       1/5           ImChunkStream<ImGuiWindowSettings>::clear() [1715]
                0.00    0.00       2/5           ImGuiInputTextState::ClearFreeMemory() [1070]
[911]    0.0    0.00    0.00       5         ImVector<char>::clear() [911]
-----------------------------------------------
                0.00    0.00       1/5           ImGuiInputTextState::~ImGuiInputTextState() [1072]
                0.00    0.00       1/5           ImChunkStream<ImGuiWindowSettings>::~ImChunkStream() [1058]
                0.00    0.00       1/5           ImGuiContext::~ImGuiContext() [1052]
                0.00    0.00       2/5           ImGuiTextBuffer::~ImGuiTextBuffer() [966]
[912]    0.0    0.00    0.00       5         ImVector<char>::~ImVector() [912]
                0.00    0.00       2/541         ImGui::MemFree(void*) [463]
-----------------------------------------------
                0.00    0.00       1/5           ImGuiContext::ImGuiContext(ImFontAtlas*) [96]
                0.00    0.00       4/5           ImGuiWindow::ImGuiWindow(ImGuiContext*, char const*) [91]
[913]    0.0    0.00    0.00       5         ImVector<unsigned int>::ImVector() [913]
-----------------------------------------------
                0.00    0.00       5/5           ImVector<ImVec4>::push_back(ImVec4 const&) [344]
[914]    0.0    0.00    0.00       5         ImVector<ImVec4>::_grow_capacity(int) const [914]
-----------------------------------------------
                0.00    0.00       1/5           std::_Vector_base<std::shared_ptr<Module>, std::allocator<std::shared_ptr<Module> > >::~_Vector_base() [1215]
                0.00    0.00       4/5           void std::vector<std::shared_ptr<Module>, std::allocator<std::shared_ptr<Module> > >::_M_realloc_insert<std::shared_ptr<Module> const&>(__gnu_cxx::__normal_iterator<std::shared_ptr<Module>*, std::vector<std::shared_ptr<Module>, std::allocator<std::shared_ptr<Module> > > >, std::shared_ptr<Module> const&) [81]
[915]    0.0    0.00    0.00       5         std::_Vector_base<std::shared_ptr<Module>, std::allocator<std::shared_ptr<Module> > >::_M_deallocate(std::shared_ptr<Module>*, unsigned long) [915]
                0.00    0.00       4/4           std::__new_allocator<std::shared_ptr<Module> >::deallocate(std::shared_ptr<Module>*, unsigned long) [933]
-----------------------------------------------
                0.00    0.00       4/4           ImGuiWindow::ImGuiWindow(ImGuiContext*, char const*) [91]
[916]    0.0    0.00    0.00       4         ImStrdup(char const*) [916]
                0.00    0.00       3/625         ImGui::MemAlloc(unsigned long) [460]
-----------------------------------------------
                0.00    0.00       4/4           ImGui::StyleColorsDark(ImGuiStyle*) [1085]
[917]    0.0    0.00    0.00       4         ImLerp(ImVec4 const&, ImVec4 const&, float) [917]
                0.00    0.00       4/6380        ImVec4::ImVec4(float, float, float, float) [332]
-----------------------------------------------
                0.00    0.00       4/4           stbrp_pack_rects [213]
[918]    0.0    0.00    0.00       4         ImQsort(void*, unsigned long, unsigned long, int (*)(void const*, void const*)) [918]
-----------------------------------------------
                0.00    0.00       4/4           CreateNewWindow(char const*, int) [90]
[919]    0.0    0.00    0.00       4         ImChunkStream<ImGuiWindowSettings>::offset_from_ptr(ImGuiWindowSettings const*) [919]
                0.00    0.00       3/247         ImChunkStream<ImGuiWindowSettings>::end() [526]
                0.00    0.00       2/90          ImChunkStream<ImGuiWindowSettings>::begin() [563]
-----------------------------------------------
                0.00    0.00       4/4           ImDrawList::~ImDrawList() [885]
[920]    0.0    0.00    0.00       4         ImDrawListSplitter::~ImDrawListSplitter() [920]
                0.00    0.00       5/13          ImDrawListSplitter::ClearFreeMemory() [691]
                0.00    0.00       4/5           ImVector<ImDrawChannel>::~ImVector() [905]
-----------------------------------------------
                0.00    0.00       4/4           ImGui::FocusWindow(ImGuiWindow*, int) [943]
[921]    0.0    0.00    0.00       4         ImGui::SetNavWindow(ImGuiWindow*) [921]
                0.00    0.00       1/269         ImGui::NavUpdateAnyRequestFlag() [504]
-----------------------------------------------
                0.00    0.00       4/4           ImGui::FocusWindow(ImGuiWindow*, int) [943]
[922]    0.0    0.00    0.00       4         ImGui::FindBlockingModal(ImGuiWindow*) [922]
-----------------------------------------------
                0.00    0.00       4/4           ImGui::FocusWindow(ImGuiWindow*, int) [943]
[923]    0.0    0.00    0.00       4         ImGui::BringWindowToFocusFront(ImGuiWindow*) [923]
                0.00    0.00       5/2101        ImVector<ImGuiWindow*>::operator[](int) [419]
                0.00    0.00       5/9           ImVector<ImGuiWindow*>::back() [716]
-----------------------------------------------
                0.00    0.00       4/4           WindowSettingsHandler_ReadOpen(ImGuiContext*, ImGuiSettingsHandler*, char const*) [900]
[924]    0.0    0.00    0.00       4         ImGui::CreateNewWindowSettings(char const*) [924]
                0.00    0.00      10/22          ImGuiWindowSettings::GetName() [626]
                0.00    0.00       7/15226       ImHashStr(char const*, unsigned long, unsigned int) [305]
                0.00    0.00       6/6           ImChunkStream<ImGuiWindowSettings>::alloc_chunk(unsigned long) [887]
                0.00    0.00       6/6           ImGuiWindowSettings::ImGuiWindowSettings() [888]
                0.00    0.00       1/9           operator new(unsigned long, ImNewWrapper, void*) [722]
-----------------------------------------------
                0.00    0.00       1/4           ImGuiContext::ImGuiContext(ImFontAtlas*) [96]
                0.00    0.00       3/4           ImDrawListSplitter::ImDrawListSplitter() [1066]
[925]    0.0    0.00    0.00       4         ImVector<ImDrawChannel>::ImVector() [925]
-----------------------------------------------
                0.00    0.00       4/4           ImGuiWindow::ImGuiWindow(ImGuiContext*, char const*) [91]
[926]    0.0    0.00    0.00       4         ImVector<ImGuiOldColumns>::ImVector() [926]
-----------------------------------------------
                0.00    0.00       4/4           ImGuiWindow::~ImGuiWindow() [870]
[927]    0.0    0.00    0.00       4         ImVector<ImGuiOldColumns>::~ImVector() [927]
-----------------------------------------------
                0.00    0.00       4/4           ImDrawList::~ImDrawList() [885]
[928]    0.0    0.00    0.00       4         ImVector<ImVec2>::~ImVector() [928]
-----------------------------------------------
                0.00    0.00       4/4           ImDrawList::~ImDrawList() [885]
[929]    0.0    0.00    0.00       4         ImVector<ImDrawCmd>::~ImVector() [929]
-----------------------------------------------
                0.00    0.00       4/4           ImGuiStorage::Clear() [940]
[930]    0.0    0.00    0.00       4         ImVector<ImGuiStorage::ImGuiStoragePair>::clear() [930]
-----------------------------------------------
                0.00    0.00       4/4           ImVector<ImDrawCmd>::push_back(ImDrawCmd const&) [326]
[931]    0.0    0.00    0.00       4         ImVector<ImDrawCmd>::_grow_capacity(int) const [931]
-----------------------------------------------
                0.00    0.00       4/4           void std::vector<std::shared_ptr<Module>, std::allocator<std::shared_ptr<Module> > >::_M_realloc_insert<std::shared_ptr<Module> const&>(__gnu_cxx::__normal_iterator<std::shared_ptr<Module>*, std::vector<std::shared_ptr<Module>, std::allocator<std::shared_ptr<Module> > > >, std::shared_ptr<Module> const&) [81]
[932]    0.0    0.00    0.00       4         std::_Vector_base<std::shared_ptr<Module>, std::allocator<std::shared_ptr<Module> > >::_M_allocate(unsigned long) [932]
                0.00    0.00       4/4           std::__new_allocator<std::shared_ptr<Module> >::allocate(unsigned long, void const*) [934]
-----------------------------------------------
                0.00    0.00       4/4           std::_Vector_base<std::shared_ptr<Module>, std::allocator<std::shared_ptr<Module> > >::_M_deallocate(std::shared_ptr<Module>*, unsigned long) [915]
[933]    0.0    0.00    0.00       4         std::__new_allocator<std::shared_ptr<Module> >::deallocate(std::shared_ptr<Module>*, unsigned long) [933]
-----------------------------------------------
                0.00    0.00       4/4           std::_Vector_base<std::shared_ptr<Module>, std::allocator<std::shared_ptr<Module> > >::_M_allocate(unsigned long) [932]
[934]    0.0    0.00    0.00       4         std::__new_allocator<std::shared_ptr<Module> >::allocate(unsigned long, void const*) [934]
-----------------------------------------------
                0.00    0.00       1/4           std::_Rb_tree<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, int>, std::_Select1st<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, int> >, std::less<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::allocator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, int> > >::_M_destroy_node(std::_Rb_tree_node<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, int> >*) [1243]
                0.00    0.00       1/4           std::_Rb_tree<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, int>, std::_Select1st<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, int> >, std::less<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::allocator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, int> > >::_M_put_node(std::_Rb_tree_node<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, int> >*) [1237]
                0.00    0.00       1/4           std::_Rb_tree<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, int>, std::_Select1st<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, int> >, std::less<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::allocator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, int> > >::_M_get_node() [1236]
                0.00    0.00       1/4           void std::_Rb_tree<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, int>, std::_Select1st<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, int> >, std::less<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::allocator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, int> > >::_M_construct_node<std::piecewise_construct_t const&, std::tuple<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&>, std::tuple<> >(std::_Rb_tree_node<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, int> >*, std::piecewise_construct_t const&, std::tuple<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&>&&, std::tuple<>&&) [1244]
[935]    0.0    0.00    0.00       4         std::_Rb_tree<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, int>, std::_Select1st<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, int> >, std::less<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::allocator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, int> > >::_M_get_Node_allocator() [935]
-----------------------------------------------
                0.00    0.00       3/3           ImGuiWindow::~ImGuiWindow() [870]
[936]    0.0    0.00    0.00       3         void IM_DELETE<char>(char*) [936]
                0.00    0.00       7/541         ImGui::MemFree(void*) [463]
-----------------------------------------------
                0.00    0.00       3/3           ImGuiWindow::ImGuiWindow(ImGuiContext*, char const*) [91]
[937]    0.0    0.00    0.00       3         ImDrawList::ImDrawList(ImDrawListSharedData*) [937]
                0.00    0.00       5/9           ImVector<unsigned short>::ImVector() [719]
                0.00    0.00       3/3           ImVector<ImDrawVert>::ImVector() [944]
                0.00    0.00       3/3           ImVector<ImVec4>::ImVector() [950]
                0.00    0.00       3/3           ImVector<void*>::ImVector() [952]
                0.00    0.00       3/3           ImDrawCmdHeader::ImDrawCmdHeader() [941]
                0.00    0.00       1/1           ImVector<ImDrawCmd>::ImVector() [1158]
                0.00    0.00       1/2           ImVector<ImVec2>::ImVector() [994]
                0.00    0.00       1/1           ImDrawListSplitter::ImDrawListSplitter() [1066]
-----------------------------------------------
                0.00    0.00       1/3           ImFontAtlas::Clear() [1048]
                0.00    0.00       1/3           ImFontAtlas::AddFont(ImFontConfig const*) [1049]
                0.00    0.00       1/3           ImFontAtlasBuildWithStbTruetype(ImFontAtlas*) [53]
[938]    0.0    0.00    0.00       3         ImFontAtlas::ClearTexData() [938]
                0.00    0.00       1/541         ImGui::MemFree(void*) [463]
-----------------------------------------------
                0.00    0.00       3/3           ImGuiStorage::SetVoidPtr(unsigned int, void*) [1687]
[939]    0.0    0.00    0.00       3         ImGuiStorage::ImGuiStoragePair::ImGuiStoragePair(unsigned int, void*) [939]
-----------------------------------------------
                0.00    0.00       1/3           ImGui::Shutdown() [1090]
                0.00    0.00       1/3           ImPool<ImGuiTabBar>::Clear() [1097]
                0.00    0.00       1/3           ImPool<ImGuiTable>::Clear() [976]
[940]    0.0    0.00    0.00       3         ImGuiStorage::Clear() [940]
                0.00    0.00       4/4           ImVector<ImGuiStorage::ImGuiStoragePair>::clear() [930]
-----------------------------------------------
                0.00    0.00       3/3           ImDrawList::ImDrawList(ImDrawListSharedData*) [937]
[941]    0.0    0.00    0.00       3         ImDrawCmdHeader::ImDrawCmdHeader() [941]
                0.00    0.00       6/6576        ImVec4::ImVec4() [327]
-----------------------------------------------
                0.00    0.00       3/3           ImGuiContext::ImGuiContext(ImFontAtlas*) [96]
[942]    0.0    0.00    0.00       3         ImGuiTextBuffer::ImGuiTextBuffer() [942]
                0.00    0.00       3/10          ImVector<char>::ImVector() [702]
-----------------------------------------------
                0.00    0.00       3/3           ImGui::Begin(char const*, bool*, int) [76]
[943]    0.0    0.00    0.00       3         ImGui::FocusWindow(ImGuiWindow*, int) [943]
                0.00    0.00       7/7           ImGui::BringWindowToDisplayFront(ImGuiWindow*) [874]
                0.00    0.00       5/5           ImGui::ClosePopupsOverWindow(ImGuiWindow*, bool) [903]
                0.00    0.00       4/4           ImGui::FindBlockingModal(ImGuiWindow*) [922]
                0.00    0.00       4/4           ImGui::SetNavWindow(ImGuiWindow*) [921]
                0.00    0.00       4/4           ImGui::BringWindowToFocusFront(ImGuiWindow*) [923]
                0.00    0.00       3/279         ImGui::SetNavFocusScope(unsigned int) [499]
-----------------------------------------------
                0.00    0.00       3/3           ImDrawList::ImDrawList(ImDrawListSharedData*) [937]
[944]    0.0    0.00    0.00       3         ImVector<ImDrawVert>::ImVector() [944]
-----------------------------------------------
                0.00    0.00       1/3           ImFontAtlas::ClearInputData() [1667]
                0.00    0.00       1/3           ImFontAtlasUpdateConfigDataPointers(ImFontAtlas*) [1015]
                0.00    0.00       1/3           ImFontAtlasBuildInit(ImFontAtlas*) [144]
[945]    0.0    0.00    0.00       3         ImVector<ImFontConfig>::end() [945]
-----------------------------------------------
                0.00    0.00       3/3           ImFontAtlasBuildWithStbTruetype(ImFontAtlas*) [53]
[946]    0.0    0.00    0.00       3         ImVector<ImFontConfig>::operator[](int) [946]
-----------------------------------------------
                0.00    0.00       3/3           ImFontAtlasBuildWithStbTruetype(ImFontAtlas*) [53]
[947]    0.0    0.00    0.00       3         ImVector<ImFontBuildDstData>::operator[](int) [947]
-----------------------------------------------
                0.00    0.00       3/3           ImGuiKeyRoutingTable::Clear() [1074]
[948]    0.0    0.00    0.00       3         ImVector<ImGuiKeyRoutingData>::clear() [948]
-----------------------------------------------
                0.00    0.00       3/3           ImVector<ImVec2>::push_back(ImVec2 const&) [297]
[949]    0.0    0.00    0.00       3         ImVector<ImVec2>::reserve(int) [949]
                0.00    0.00       5/625         ImGui::MemAlloc(unsigned long) [460]
-----------------------------------------------
                0.00    0.00       3/3           ImDrawList::ImDrawList(ImDrawListSharedData*) [937]
[950]    0.0    0.00    0.00       3         ImVector<ImVec4>::ImVector() [950]
-----------------------------------------------
                0.00    0.00       3/3           ImVector<ImDrawCmd>::push_back(ImDrawCmd const&) [326]
[951]    0.0    0.00    0.00       3         ImVector<ImDrawCmd>::reserve(int) [951]
                0.00    0.00       1/625         ImGui::MemAlloc(unsigned long) [460]
-----------------------------------------------
                0.00    0.00       3/3           ImDrawList::ImDrawList(ImDrawListSharedData*) [937]
[952]    0.0    0.00    0.00       3         ImVector<void*>::ImVector() [952]
-----------------------------------------------
                0.00    0.00       1/3           ImFont::BuildLookupTable() [1093]
                0.00    0.00       2/3           ImFont::ClearOutputData() [974]
[953]    0.0    0.00    0.00       3         ImVector<float>::clear() [953]
                0.00    0.00       1/541         ImGui::MemFree(void*) [463]
-----------------------------------------------
                0.00    0.00       1/3           ImGuiTextIndex::~ImGuiTextIndex() [1726]
                0.00    0.00       1/3           ImGuiContext::~ImGuiContext() [1052]
                0.00    0.00       1/3           ImFontBuildSrcData::~ImFontBuildSrcData() [1067]
[954]    0.0    0.00    0.00       3         ImVector<int>::~ImVector() [954]
-----------------------------------------------
                0.00    0.00       1/3           ImGui::Shutdown() [1090]
                0.00    0.00       2/3           ImBitVector::Clear() [963]
[955]    0.0    0.00    0.00       3         ImVector<unsigned int>::clear() [955]
                0.00    0.00       2/541         ImGui::MemFree(void*) [463]
-----------------------------------------------
                0.00    0.00       1/3           ImFont::BuildLookupTable() [1093]
                0.00    0.00       2/3           FindFirstExistingGlyph(ImFont*, unsigned short const*, int) [1030]
[956]    0.0    0.00    0.00       3         ImFont::FindGlyphNoFallback(unsigned short) const [956]
-----------------------------------------------
                0.00    0.00       3/3           ImVector<void*>::push_back(void* const&) [399]
[957]    0.0    0.00    0.00       3         ImVector<void*>::_grow_capacity(int) const [957]
-----------------------------------------------
                0.00    0.00       1/3           ImVector<unsigned int>::push_back(unsigned int const&) [495]
                0.00    0.00       2/3           ImVector<unsigned int>::resize(int) [380]
[958]    0.0    0.00    0.00       3         ImVector<unsigned int>::_grow_capacity(int) const [958]
-----------------------------------------------
                0.00    0.00       1/2           ImFileLoadToMemory(char const*, char const*, unsigned long*, int) [1304]
                0.00    0.00       1/2           ImGui::SaveIniSettingsToDisk(char const*) [1086]
[959]    0.0    0.00    0.00       2         ImFileOpen(char const*, char const*) [959]
-----------------------------------------------
                0.00    0.00       2/2           ImFontAtlasBuildRenderDefaultTexData(ImFontAtlas*) [1570]
[960]    0.0    0.00    0.00       2         ImFontAtlasBuildRender8bppRectFromString(ImFontAtlas*, int, int, int, int, char const*, char, unsigned char) [960]
-----------------------------------------------
                0.00    0.00       1/2           ImFontAtlas::AddFontFromMemoryCompressedTTF(void const*, int, float, ImFontConfig const*, unsigned short const*) [1046]
                0.00    0.00       1/2           stb_decompress(unsigned char*, unsigned char const*, unsigned int) [1027]
[961]    0.0    0.00    0.00       2         stb_decompress_length(unsigned char const*) [961]
-----------------------------------------------
                0.00    0.00       2/2           stbtt_PackFontRangesRenderIntoRects [67]
[962]    0.0    0.00    0.00       2         stbtt__oversample_shift(int) [962]
-----------------------------------------------
                0.00    0.00       2/2           ImFontAtlasBuildWithStbTruetype(ImFontAtlas*) [53]
[963]    0.0    0.00    0.00       2         ImBitVector::Clear() [963]
                0.00    0.00       2/3           ImVector<unsigned int>::clear() [955]
-----------------------------------------------
                0.00    0.00       2/2           ImFontAtlasBuildWithStbTruetype(ImFontAtlas*) [53]
[964]    0.0    0.00    0.00       2         ImBitVector::Create(int) [964]
                0.00    0.00       2/2277        ImVector<unsigned int>::resize(int) [380]
-----------------------------------------------
                0.00    0.00       2/2           ImGui::Shutdown() [1090]
[965]    0.0    0.00    0.00       2         ImGuiTextBuffer::clear() [965]
                0.00    0.00       1/5           ImVector<char>::clear() [911]
-----------------------------------------------
                0.00    0.00       2/2           ImGuiContext::~ImGuiContext() [1052]
[966]    0.0    0.00    0.00       2         ImGuiTextBuffer::~ImGuiTextBuffer() [966]
                0.00    0.00       2/5           ImVector<char>::~ImVector() [912]
-----------------------------------------------
                0.00    0.00       2/2           ImGuiWindowTempData::ImGuiWindowTempData() [97]
[967]    0.0    0.00    0.00       2         ImGuiMenuColumns::ImGuiMenuColumns() [967]
-----------------------------------------------
                0.00    0.00       1/2           ImGui::Initialize() [108]
                0.00    0.00       1/2           ImGui::TableSettingsAddSettingsHandler() [1089]
[968]    0.0    0.00    0.00       2         ImGuiSettingsHandler::ImGuiSettingsHandler() [968]
-----------------------------------------------
                0.00    0.00       2/2           gam::gen::RMulAdd<unsigned int>::RMulAdd(unsigned int const&, unsigned int const&, unsigned int const&) [970]
[969]    0.0    0.00    0.00       2         gam::gen::Val<unsigned int>::Val(unsigned int const&) [969]
-----------------------------------------------
                0.00    0.00       1/2           gam::rnd::getSeed() [1081]
                0.00    0.00       1/2           gam::RNGTaus::operator=(unsigned int) [1084]
[970]    0.0    0.00    0.00       2         gam::gen::RMulAdd<unsigned int>::RMulAdd(unsigned int const&, unsigned int const&, unsigned int const&) [970]
                0.00    0.00       2/2           gam::gen::Val<unsigned int>::Val(unsigned int const&) [969]
-----------------------------------------------
                0.00    0.00       1/2           ImGui::CreateContext(ImFontAtlas*) [95]
                0.00    0.00       1/2           ImGui::DestroyContext(ImGuiContext*) [2111]
[971]    0.0    0.00    0.00       2         ImGui::SetCurrentContext(ImGuiContext*) [971]
-----------------------------------------------
                0.00    0.00       1/2           ImGui::Initialize() [108]
                0.00    0.00       1/2           ImGui::TableSettingsAddSettingsHandler() [1089]
[972]    0.0    0.00    0.00       2         ImGui::AddSettingsHandler(ImGuiSettingsHandler const*) [972]
                0.00    0.00       2/7           ImGui::FindSettingsHandler(char const*) [873]
                0.00    0.00       2/2           ImVector<ImGuiSettingsHandler>::push_back(ImGuiSettingsHandler const&) [992]
-----------------------------------------------
                0.00    0.00       2/2           ImGui::NavInitWindow(ImGuiWindow*, bool) [197]
[973]    0.0    0.00    0.00       2         ImGui::SetNavID(unsigned int, ImGuiNavLayer, unsigned int, ImRect const&) [973]
                0.00    0.00       9/9           ImGui::NavClearPreferredPosForAxis(ImGuiAxis) [715]
                0.00    0.00       8/279         ImGui::SetNavFocusScope(unsigned int) [499]
-----------------------------------------------
                0.00    0.00       1/2           ImFontAtlasBuildSetupFont(ImFontAtlas*, ImFont*, ImFontConfig*, float, float) [1325]
                0.00    0.00       1/2           ImFont::~ImFont() [1094]
[974]    0.0    0.00    0.00       2         ImFont::ClearOutputData() [974]
                0.00    0.00       2/2           ImVector<ImFontGlyph>::clear() [981]
                0.00    0.00       2/3           ImVector<float>::clear() [953]
                0.00    0.00       1/8           ImVector<unsigned short>::clear() [745]
-----------------------------------------------
                0.00    0.00       1/2           ImGuiContext::ImGuiContext(ImFontAtlas*) [96]
                0.00    0.00       1/2           ImFontAtlas::AddFont(ImFontConfig const*) [1049]
[975]    0.0    0.00    0.00       2         ImFont::ImFont() [975]
                0.00    0.00       2/10          ImVector<float>::ImVector() [703]
                0.00    0.00       2/9           ImVector<unsigned short>::ImVector() [719]
                0.00    0.00       2/2           ImVector<ImFontGlyph>::ImVector() [983]
-----------------------------------------------
                0.00    0.00       1/2           ImGui::Shutdown() [1090]
                0.00    0.00       1/2           ImPool<ImGuiTable>::~ImPool() [1096]
[976]    0.0    0.00    0.00       2         ImPool<ImGuiTable>::Clear() [976]
                0.00    0.00       1/1           ImVector<ImGuiTable>::clear() [1101]
